"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","460","Criar uma conta com password sem caracteres especiais","","2026-07-09","passed","2026-07-09","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithoutSpecialCharacterInPassword"
"","476","Login com password em branco","","2026-07-09","passed","2026-07-09","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithEmptyPassword"
"","1364","Login com password inválido","","2026-07-09","passed","2026-07-09","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidPassword"
"","2193","Adicionar um livro inexistente","","2026-07-09","passed","2026-07-09","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldNotAddNonexistentBook"
"","457","Criar uma conta com username e password em branco","","2026-07-09","passed","2026-07-09","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyUsernameAndPassword"
"","2071","Deletar um livro inexistente","","2026-07-09","passed","2026-07-09","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldNotDeleteBooksFromInvalidUser"
"","1562","Login com username e password inválidos","","2026-07-09","passed","2026-07-09","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidUsernameAndPassword"
"","2289","Criar uma conta com os mesmos dados de uma conta já existente","","2026-07-09","passed","2026-07-09","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithDuplicatedUsername"
"","1223","Login com username inválido","","2026-07-09","passed","2026-07-09","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidUsername"
"","462","Criar uma conta com password em branco","","2026-07-09","passed","2026-07-09","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyPassword"
"","1652","Login com sucesso","","2026-07-09","passed","2026-07-09","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldLoginSuccessfully"
"","481","Criar uma conta com username em branco","","2026-07-09","passed","2026-07-09","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyUsername"
"","5763","Deletar uma conta e tentar realizar login com a mesma","","2026-07-09","passed","2026-07-09","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldNotLoginAfterDeletingUser"
"","478","Login com username em branco","","2026-07-09","passed","2026-07-09","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithEmptyUsername"
"","3806","Adicionar e remover um livro à lista de favoritos","","2026-07-09","passed","2026-07-09","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldAddBookToFavorites"
"","6357","Criar uma conta e deletar a mesma","","2026-07-09","passed","2026-07-09","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldCreateAndDeleteUser"
"","4012","Criar uma conta com sucesso","","2026-07-09","passed","2026-07-09","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldCreateUserSuccessfully"
"","532","Acessar a lista de livros disponíveis","","2026-07-09","passed","2026-07-09","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldListAvailableBooks"
"","2459","Deletar uma conta com ID inválido","","2026-07-09","passed","2026-07-09","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldNotDeleteUserWithInvalidId"
