"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","263","Login com username em branco","","Mon May 18 21:11:51 UTC 2026","passed","Mon May 18 21:11:51 UTC 2026","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithEmptyUsername"
"","1431","Login com sucesso","","Mon May 18 21:11:48 UTC 2026","passed","Mon May 18 21:11:50 UTC 2026","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldLoginSuccessfully"
"","1285","Login com password inválido","","Mon May 18 21:11:52 UTC 2026","passed","Mon May 18 21:11:53 UTC 2026","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidPassword"
"","273","Criar uma conta com username em branco","","Mon May 18 21:11:42 UTC 2026","passed","Mon May 18 21:11:42 UTC 2026","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyUsername"
"","1778","Adicionar um livro inexistente","","Mon May 18 21:11:38 UTC 2026","passed","Mon May 18 21:11:40 UTC 2026","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldNotAddNonexistentBook"
"","273","Login com password em branco","","Mon May 18 21:11:53 UTC 2026","passed","Mon May 18 21:11:53 UTC 2026","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithEmptyPassword"
"","279","Criar uma conta com password sem caracteres especiais","","Mon May 18 21:11:43 UTC 2026","passed","Mon May 18 21:11:43 UTC 2026","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithoutSpecialCharacterInPassword"
"","3304","Criar uma conta com sucesso","","Mon May 18 21:11:45 UTC 2026","passed","Mon May 18 21:11:48 UTC 2026","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldCreateUserSuccessfully"
"","286","Criar uma conta com password em branco","","Mon May 18 21:11:42 UTC 2026","passed","Mon May 18 21:11:43 UTC 2026","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyPassword"
"","5801","Criar uma conta e deletar a mesma","","Mon May 18 21:11:24 UTC 2026","passed","Mon May 18 21:11:30 UTC 2026","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldCreateAndDeleteUser"
"","1822","Deletar uma conta com ID inválido","","Mon May 18 21:11:30 UTC 2026","passed","Mon May 18 21:11:31 UTC 2026","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldNotDeleteUserWithInvalidId"
"","1078","Login com username e password inválidos","","Mon May 18 21:11:51 UTC 2026","passed","Mon May 18 21:11:52 UTC 2026","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidUsernameAndPassword"
"","3450","Deletar uma conta e tentar realizar login com a mesma","","Mon May 18 21:11:31 UTC 2026","failed","Mon May 18 21:11:35 UTC 2026","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldNotLoginAfterDeletingUser"
"","1776","Criar uma conta com os mesmos dados de uma conta já existente","","Mon May 18 21:11:43 UTC 2026","passed","Mon May 18 21:11:45 UTC 2026","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithDuplicatedUsername"
"","274","Criar uma conta com username e password em branco","","Mon May 18 21:11:43 UTC 2026","passed","Mon May 18 21:11:43 UTC 2026","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyUsernameAndPassword"
"","3419","Adicionar e remover um livro à lista de favoritos","","Mon May 18 21:11:35 UTC 2026","passed","Mon May 18 21:11:38 UTC 2026","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldAddBookToFavorites"
"","1565","Deletar um livro inexistente","","Mon May 18 21:11:40 UTC 2026","passed","Mon May 18 21:11:42 UTC 2026","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldNotDeleteBooksFromInvalidUser"
"","337","Acessar a lista de livros disponíveis","","Mon May 18 21:11:42 UTC 2026","passed","Mon May 18 21:11:42 UTC 2026","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldListAvailableBooks"
"","850","Login com username inválido","","Mon May 18 21:11:50 UTC 2026","passed","Mon May 18 21:11:51 UTC 2026","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidUsername"
