"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1327","Login com password inválido","","2026-07-28","passed","2026-07-28","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidPassword"
"","347","Criar uma conta com username em branco","","2026-07-28","passed","2026-07-28","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyUsername"
"","1616","Login com sucesso","","2026-07-28","passed","2026-07-28","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldLoginSuccessfully"
"","361","Login com password em branco","","2026-07-28","passed","2026-07-28","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithEmptyPassword"
"","2129","Deletar uma conta com ID inválido","","2026-07-28","passed","2026-07-28","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldNotDeleteUserWithInvalidId"
"","1437","Login com username e password inválidos","","2026-07-28","passed","2026-07-28","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidUsernameAndPassword"
"","3818","Criar uma conta com sucesso","","2026-07-28","passed","2026-07-28","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldCreateUserSuccessfully"
"","357","Login com username em branco","","2026-07-28","passed","2026-07-28","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithEmptyUsername"
"","2273","Adicionar um livro inexistente","","2026-07-28","passed","2026-07-28","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldNotAddNonexistentBook"
"","3759","Adicionar e remover um livro à lista de favoritos","","2026-07-28","passed","2026-07-28","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldAddBookToFavorites"
"","1800","Criar uma conta com os mesmos dados de uma conta já existente","","2026-07-28","passed","2026-07-28","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithDuplicatedUsername"
"","379","Criar uma conta com password sem caracteres especiais","","2026-07-28","passed","2026-07-28","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithoutSpecialCharacterInPassword"
"","5322","Deletar uma conta e tentar realizar login com a mesma","","2026-07-28","passed","2026-07-28","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldNotLoginAfterDeletingUser"
"","372","Criar uma conta com password em branco","","2026-07-28","passed","2026-07-28","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyPassword"
"","2016","Deletar um livro inexistente","","2026-07-28","passed","2026-07-28","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldNotDeleteBooksFromInvalidUser"
"","421","Acessar a lista de livros disponíveis","","2026-07-28","passed","2026-07-28","","Testes de gerenciamento de livros","com.toolsqa.bookstore.tests.BookManagementTest","shouldListAvailableBooks"
"","363","Criar uma conta com username e password em branco","","2026-07-28","passed","2026-07-28","","Testes de criação de usuário","com.toolsqa.bookstore.tests.CreateUserTest","shouldNotCreateUserWithEmptyUsernameAndPassword"
"","6953","Criar uma conta e deletar a mesma","","2026-07-28","passed","2026-07-28","","Testes de deleção de conta","com.toolsqa.bookstore.tests.DeleteUserTest","shouldCreateAndDeleteUser"
"","1343","Login com username inválido","","2026-07-28","passed","2026-07-28","","Testes de login de usuário","com.toolsqa.bookstore.tests.LoginUserTest","shouldNotLoginWithInvalidUsername"
